gene,logfoldchange,pvals,pvals_adj,group
AW112010,-2.2062370777130127,1.7855979139302305e-21,1.3275820921414352e-20,Granulocyte/Neutrophil
Serpine2,-1.8926290273666382,2.046199688225056e-22,1.5443016514906082e-21,Granulocyte/Neutrophil
Cxcl12,-2.0698401927948,1.7479933916267152e-22,1.3242374178990266e-21,Granulocyte/Neutrophil
Sdc4,-2.1238584518432617,1.6042980946805878e-22,1.2199985510878994e-21,Granulocyte/Neutrophil
Pltp,-2.191441059112549,1.2032163983768914e-22,9.184858002877034e-22,Granulocyte/Neutrophil
Fxyd6,-2.17781662940979,8.700803773409854e-23,6.667282584988394e-22,Granulocyte/Neutrophil
Il1r1,-2.0909674167633057,3.122232535494049e-23,2.439244168354726e-22,Granulocyte/Neutrophil
Gem,-2.2408854961395264,1.9892891077680248e-23,1.5602267511906075e-22,Granulocyte/Neutrophil
Mgp,-2.3530642986297607,1.7013418328005077e-23,1.3396392384255966e-22,Granulocyte/Neutrophil
Ctsb,-1.219930648803711,1.5017701777968926e-23,1.1918810934895972e-22,Granulocyte/Neutrophil
Mfap5,-2.169440984725952,3.603757287512807e-24,2.929883973587648e-23,Granulocyte/Neutrophil
Tbx20,-2.3633034229278564,3.5169301573138424e-24,2.8709633937255855e-23,Granulocyte/Neutrophil
Errfi1,-1.885848879814148,1.7937263555040648e-24,1.4702675045115285e-23,Granulocyte/Neutrophil
Thsd7a,-2.2403857707977295,1.094142145047184e-24,9.080017801221445e-24,Granulocyte/Neutrophil
Tcf21,-2.4470012187957764,4.611558540131643e-25,3.859044803457442e-24,Granulocyte/Neutrophil
Abi3bp,-2.4936349391937256,1.0573390236495166e-25,8.922692182696343e-25,Granulocyte/Neutrophil
Sulf1,-2.2263567447662354,9.101533704316413e-26,7.713164156200351e-25,Granulocyte/Neutrophil
Pcdh9,-2.598613977432251,6.733399538852433e-26,5.730552799023347e-25,Granulocyte/Neutrophil
Igf1,-2.517812490463257,2.9351498606953634e-26,2.5086750946114215e-25,Granulocyte/Neutrophil
Adamts5,-2.245811939239502,2.047338812774162e-26,1.7649472523915187e-25,Granulocyte/Neutrophil
Gas1,-2.36407208442688,1.4887095409278853e-26,1.3001830051771924e-25,Granulocyte/Neutrophil
Rnd3,-2.983841896057129,8.452827675834787e-27,7.480378474190077e-26,Granulocyte/Neutrophil
Col5a2,-2.2655739784240723,9.148482712083627e-28,8.168288135788953e-27,Granulocyte/Neutrophil
Pid1,-1.970292568206787,5.362622384770617e-29,4.9653910970098305e-28,Granulocyte/Neutrophil
Col1a1,-2.422034740447998,6.832915761700268e-30,6.415883344319501e-29,Granulocyte/Neutrophil
Nupr1,-2.1932625770568848,8.744031028886824e-31,8.407722143160408e-30,Granulocyte/Neutrophil
Hes1,-2.575683116912842,3.3116874449610476e-31,3.1996980144551185e-30,Granulocyte/Neutrophil
Col3a1,-2.5168280601501465,3.029521865224306e-31,2.9556310880237136e-30,Granulocyte/Neutrophil
Cp,-2.347987651824951,1.6054438502971035e-31,1.5817180791104467e-30,Granulocyte/Neutrophil
Apoe,-2.2609288692474365,4.322334458525379e-32,4.27953906784691e-31,Granulocyte/Neutrophil
Col1a2,-2.616760492324829,2.6798903269958212e-33,2.693357112558614e-32,Granulocyte/Neutrophil
Ccdc80,-2.449355363845825,2.3536091313625257e-33,2.3773829609722482e-32,Granulocyte/Neutrophil
Ly6a,-2.267688035964966,2.218907451790592e-33,2.2526979205995854e-32,Granulocyte/Neutrophil
Fbn1,-2.2818493843078613,1.3001221107295496e-33,1.3334585751072304e-32,Granulocyte/Neutrophil
Mt1,-2.152235746383667,1.3910991889729354e-34,1.4566483654166864e-33,Granulocyte/Neutrophil
Fstl1,-2.5076639652252197,4.691071752642327e-35,4.964097092743203e-34,Granulocyte/Neutrophil
Fbln2,-2.432569980621338,8.45212219263346e-37,9.187089339818978e-36,Granulocyte/Neutrophil
Tpm1,-2.0578713417053223,5.849712631848118e-38,6.499680702053465e-37,Granulocyte/Neutrophil
Gas6,-2.1410305500030518,2.3430666385399616e-39,2.662575725613593e-38,Granulocyte/Neutrophil
Mndal,-2.4127564430236816,7.061732627210725e-40,8.070551573955115e-39,Granulocyte/Neutrophil
Hspb1,-2.358635187149048,5.0296759086192483e-42,5.848460358859592e-41,Granulocyte/Neutrophil
Timp3,-2.4384067058563232,4.6191474485956256e-43,5.498985057851935e-42,Granulocyte/Neutrophil
Bag3,-2.512849807739258,3.715302892855904e-43,4.4494645423423996e-42,Granulocyte/Neutrophil
Pam,-2.5052382946014404,9.56506073311693e-44,1.1594013009838702e-42,Granulocyte/Neutrophil
Vim,-1.920371651649475,7.0908316196813e-49,9.330041604843816e-48,Granulocyte/Neutrophil
Sparc,-2.7630999088287354,1.0636548465797932e-55,1.530438628172364e-54,Granulocyte/Neutrophil
Rhoj,-2.9244349002838135,1.6195536406382813e-56,2.3471791893308422e-55,Granulocyte/Neutrophil
Id3,-2.814122438430786,7.468153024732356e-58,1.098257797754758e-56,Granulocyte/Neutrophil
Lyz2,7.7220611572265625,0.0,0.0,MC.1
Ctsc,6.451969146728516,0.0,0.0,MC.1
Ctss,6.676337718963623,0.0,0.0,MC.1
Lgmn,4.693610668182373,0.0,0.0,MC.1
Csf1r,6.622522830963135,0.0,0.0,MC.1
Fcer1g,6.698268890380859,0.0,0.0,MC.1
Laptm5,5.583037376403809,0.0,0.0,MC.1
Fcgr3,6.664669036865234,0.0,0.0,MC.1
Tyrobp,6.449081897735596,0.0,0.0,MC.1
Lcp1,5.691498756408691,0.0,0.0,MC.1
C1qb,8.381074905395508,0.0,0.0,MC.1
Adgre1,7.0905351638793945,0.0,0.0,MC.1
C5ar1,6.463948726654053,0.0,0.0,MC.1
Cd14,6.004486083984375,0.0,0.0,MC.1
Mrc1,7.709627151489258,0.0,0.0,MC.1
Ly86,6.178866863250732,0.0,0.0,MC.1
Alox5ap,5.717486381530762,0.0,0.0,MC.1
C1qc,8.544665336608887,0.0,0.0,MC.1
Ctsh,3.817275285720825,0.0,0.0,MC.1
Lilrb4a,5.519115447998047,0.0,0.0,MC.1
Cd86,6.388298511505127,0.0,0.0,MC.1
Spi1,5.329065799713135,0.0,0.0,MC.1
Dab2,4.038985729217529,0.0,0.0,MC.1
C1qa,8.340085983276367,0.0,0.0,MC.1
Aif1,7.168144702911377,0.0,0.0,MC.1
Fyb,5.2847795486450195,0.0,0.0,MC.1
Fcgr2b,6.487360000610352,0.0,0.0,MC.1
Ucp2,4.31449031829834,0.0,0.0,MC.1
Rgs10,3.749575138092041,0.0,0.0,MC.1
Cd68,6.091162204742432,0.0,0.0,MC.1
Ctsb,2.6092193126678467,0.0,0.0,MC.1
Tpd52,4.443174839019775,0.0,0.0,MC.1
Plek,5.53404426574707,0.0,0.0,MC.1
C3ar1,7.922143459320068,0.0,0.0,MC.1
Cybb,6.051324367523193,0.0,0.0,MC.1
Runx1,4.555331707000732,0.0,0.0,MC.1
Ptprc,4.874000549316406,0.0,0.0,MC.1
Pf4,6.583176612854004,0.0,0.0,MC.1
Ptpn18,4.693977355957031,0.0,0.0,MC.1
Lilr4b,5.551606178283691,0.0,0.0,MC.1
Cd83,5.556647300720215,0.0,0.0,MC.1
Pid1,3.204044818878174,0.0,0.0,MC.1
Ccl6,5.815733909606934,0.0,0.0,MC.1
Tank,4.188021183013916,0.0,0.0,MC.1
Cd53,4.691034317016602,0.0,0.0,MC.1
Cd74,6.832891941070557,0.0,0.0,MC.1
Ms4a6c,5.741218090057373,0.0,0.0,MC.1
Sh3bgrl3,2.5555295944213867,0.0,0.0,MC.1
Cotl1,3.9410979747772217,0.0,0.0,MC.1
Ftl1,1.9571723937988281,0.0,0.0,MC.1
Fam49b,3.530683755874634,0.0,0.0,MC.1
Cyba,2.243508815765381,0.0,0.0,MC.1
Slc9a9,4.348641395568848,0.0,0.0,MC.1
Coro1a,4.585677146911621,0.0,0.0,MC.1
Nrros,4.4118123054504395,0.0,0.0,MC.1
Rbpj,3.0363359451293945,0.0,0.0,MC.1
Ncf2,4.742784023284912,0.0,0.0,MC.1
Rbm47,5.753241539001465,0.0,0.0,MC.1
Dock2,4.4322967529296875,0.0,0.0,MC.1
Cd52,4.840333461761475,0.0,0.0,MC.1
Mafb,3.7915337085723877,0.0,0.0,MC.1
Wfdc17,5.578123092651367,0.0,0.0,MC.1
Fth1,1.8646156787872314,0.0,0.0,MC.1
Cyth4,4.985156536102295,0.0,0.0,MC.1
Cd300c2,5.503972053527832,0.0,0.0,MC.1
Efhd2,3.322028160095215,0.0,0.0,MC.1
Ccl9,5.980462074279785,0.0,0.0,MC.1
Mctp1,5.497956275939941,0.0,0.0,MC.1
Ms4a6d,6.622182846069336,0.0,0.0,MC.1
F13a1,6.906614780426025,0.0,0.0,MC.1
Srgn,3.6161000728607178,0.0,0.0,MC.1
Ms4a7,8.195433616638184,0.0,0.0,MC.1
Maf,5.345167636871338,0.0,0.0,MC.1
Tmsb4x,2.2016537189483643,0.0,0.0,MC.1
Cd48,5.351375102996826,0.0,0.0,MC.1
Ms4a6b,5.546418190002441,0.0,0.0,MC.1
Ehd4,3.1520214080810547,0.0,0.0,MC.1
Ptprj,3.012396812438965,0.0,0.0,MC.1
Dock8,4.369349002838135,0.0,0.0,MC.1
P2ry6,5.911067485809326,0.0,0.0,MC.1
Pld4,5.311380386352539,0.0,0.0,MC.1
Lrrc25,5.34894323348999,0.0,0.0,MC.1
Psap,1.6616966724395752,0.0,0.0,MC.1
Tm6sf1,3.732191324234009,0.0,0.0,MC.1
Gmfg,4.378609657287598,0.0,0.0,MC.1
Pla2g7,5.3930344581604,0.0,0.0,MC.1
H2-DMa,5.010346412658691,0.0,0.0,MC.1
Il10ra,5.023610591888428,0.0,0.0,MC.1
Csf2ra,4.033838272094727,0.0,0.0,MC.1
Mir142hg,4.345869064331055,0.0,0.0,MC.1
Lyn,2.905730962753296,0.0,0.0,MC.1
Pik3ap1,4.668091297149658,0.0,0.0,MC.1
Ifi30,3.6195921897888184,0.0,0.0,MC.1
Syk,3.4932644367218018,0.0,0.0,MC.1
Bcl2a1b,5.635544300079346,0.0,0.0,MC.1
H2-Ab1,6.110387325286865,0.0,0.0,MC.1
Slfn2,3.877781867980957,0.0,0.0,MC.1
Tbxas1,5.904580116271973,0.0,0.0,MC.1
Gpx1,2.1949918270111084,0.0,0.0,MC.1
Inpp5d,3.7257018089294434,0.0,0.0,MC.1
Epsti1,4.924259662628174,0.0,0.0,MC.1
Metrnl,3.1916728019714355,0.0,0.0,MC.1
Gng2,4.134190082550049,0.0,0.0,MC.1
Tgfbi,2.917538642883301,0.0,0.0,MC.1
Arhgdib,2.806570529937744,0.0,0.0,MC.1
Arhgap15,4.060998439788818,0.0,0.0,MC.1
Lst1,4.467682838439941,0.0,0.0,MC.1
Hcls1,3.9601118564605713,0.0,0.0,MC.1
Neurl3,4.235878944396973,0.0,0.0,MC.1
Trem2,7.250553131103516,0.0,0.0,MC.1
Prkcb,4.771137714385986,0.0,0.0,MC.1
Otulinl,5.024230480194092,0.0,0.0,MC.1
H2-Aa,6.241426944732666,0.0,0.0,MC.1
Mpeg1,5.255215644836426,0.0,0.0,MC.1
Rasgef1b,4.280849456787109,0.0,0.0,MC.1
Basp1,3.925004720687866,0.0,0.0,MC.1
Fermt3,4.270761489868164,0.0,0.0,MC.1
Marcksl1,4.560614585876465,0.0,0.0,MC.1
Stab1,4.292520523071289,0.0,0.0,MC.1
Rel,3.0135276317596436,0.0,0.0,MC.1
H2-DMb1,5.376947402954102,0.0,0.0,MC.1
Msr1,6.69700813293457,0.0,0.0,MC.1
H2-Eb1,6.108301639556885,0.0,0.0,MC.1
Cxcl2,5.784442901611328,0.0,0.0,MC.1
Apoe,3.5305333137512207,0.0,0.0,MC.1
Lpxn,5.053170680999756,0.0,0.0,MC.1
Nckap1l,5.025124549865723,0.0,0.0,MC.1
Slc11a1,5.048847198486328,0.0,0.0,MC.1
Evi2a,4.53792667388916,0.0,0.0,MC.1
Fxyd5,2.1754846572875977,0.0,0.0,MC.1
Ccr5,5.530733108520508,0.0,0.0,MC.1
Trf,2.9149346351623535,0.0,0.0,MC.1
Clec4a2,5.947230815887451,0.0,0.0,MC.1
Iqgap2,3.835580825805664,0.0,0.0,MC.1
Ccl4,5.830615997314453,0.0,0.0,MC.1
H3f3b,1.6951290369033813,0.0,0.0,MC.1
Rab7b,3.3843557834625244,0.0,0.0,MC.1
Fcgr1,6.590036392211914,0.0,0.0,MC.1
Dock10,2.9968414306640625,0.0,0.0,MC.1
Cd300ld,5.16892147064209,0.0,0.0,MC.1
Slc15a3,3.857632637023926,0.0,0.0,MC.1
Tnfaip8,2.754178285598755,0.0,0.0,MC.1
Ptafr,4.928703308105469,0.0,0.0,MC.1
Apobec1,3.1094021797180176,0.0,0.0,MC.1
Hck,4.627567768096924,0.0,0.0,MC.1
Dclre1c,3.711946725845337,0.0,0.0,MC.1
Clec4a3,5.09507942199707,0.0,0.0,MC.1
Lgals3,4.562193870544434,0.0,0.0,MC.1
Mgl2,6.835905075073242,0.0,0.0,MC.1
Aoah,6.992080211639404,0.0,0.0,MC.1
Lacc1,4.691616535186768,0.0,0.0,MC.1
Tnfaip3,3.408038377761841,0.0,0.0,MC.1
Pirb,4.397443771362305,0.0,0.0,MC.1
Ptpn6,4.10135555267334,0.0,0.0,MC.1
Clec4a1,5.247406959533691,0.0,0.0,MC.1
Kctd12,2.6120309829711914,0.0,0.0,MC.1
Tmem176b,2.8013980388641357,0.0,0.0,MC.1
Itgam,4.578040599822998,0.0,0.0,MC.1
Rac2,3.5642666816711426,0.0,0.0,MC.1
Rassf4,3.6467788219451904,0.0,0.0,MC.1
Hmox1,3.291917562484741,0.0,0.0,MC.1
Cd44,3.2787604331970215,0.0,0.0,MC.1
Lcp2,4.550948143005371,0.0,0.0,MC.1
Tmem37,6.8573317527771,0.0,0.0,MC.1
Rab8b,2.1403636932373047,0.0,0.0,MC.1
Clec12a,5.460744857788086,0.0,0.0,MC.1
Igsf6,4.575473308563232,0.0,0.0,MC.1
Entpd1,3.0589141845703125,0.0,0.0,MC.1
Rab20,3.4774935245513916,0.0,0.0,MC.1
Fcrls,7.389049053192139,0.0,0.0,MC.1
Lair1,5.75275182723999,0.0,0.0,MC.1
Hpgd,5.05078125,0.0,0.0,MC.1
Nfkbia,2.1901562213897705,0.0,0.0,MC.1
Cd300a,4.018892288208008,0.0,0.0,MC.1
Tnf,4.730360984802246,0.0,0.0,MC.1
Gm26740,4.109063148498535,0.0,0.0,MC.1
Nlrp3,4.792558670043945,0.0,0.0,MC.1
Cd84,4.819466590881348,0.0,0.0,MC.1
Ncf1,4.241243362426758,0.0,0.0,MC.1
Ccl3,5.444624423980713,0.0,0.0,MC.1
Dleu2,2.24359130859375,0.0,0.0,MC.1
Frmd4b,2.3928661346435547,0.0,0.0,MC.1
Cebpb,2.2405736446380615,0.0,0.0,MC.1
Abca1,2.3792622089385986,0.0,0.0,MC.1
Slamf9,5.907379627227783,0.0,0.0,MC.1
Tanc2,2.8464269638061523,0.0,0.0,MC.1
Ninj1,3.173476219177246,0.0,0.0,MC.1
Stk17b,2.5704843997955322,0.0,0.0,MC.1
Tec,3.903064250946045,0.0,0.0,MC.1
Snx20,3.6877615451812744,0.0,0.0,MC.1
Ncf4,4.179031848907471,0.0,0.0,MC.1
Tmem176a,2.7061588764190674,0.0,0.0,MC.1
Hpgds,6.693007469177246,0.0,0.0,MC.1
Dennd4a,2.332580804824829,0.0,0.0,MC.1
Itgb2,3.8463759422302246,0.0,0.0,MC.1
Ptpro,5.757976055145264,0.0,0.0,MC.1
B4galt6,4.060245037078857,0.0,0.0,MC.1
Bach1,2.3906428813934326,0.0,0.0,MC.1
Ikzf1,3.9173285961151123,0.0,0.0,MC.1
Slc7a8,6.743645668029785,0.0,0.0,MC.1
Cdk6,2.540933609008789,0.0,0.0,MC.1
Tlr2,3.7590110301971436,0.0,0.0,MC.1
Blnk,2.9085381031036377,0.0,0.0,MC.1
Snx24,2.391491174697876,0.0,0.0,MC.1
Irf8,2.582444667816162,0.0,0.0,MC.1
Alcam,3.61897873878479,0.0,0.0,MC.1
Gpr183,4.676405906677246,0.0,0.0,MC.1
Myo1f,3.362701654434204,0.0,0.0,MC.1
Ighm,4.482597827911377,0.0,0.0,MC.1
Retreg1,3.31150484085083,0.0,0.0,MC.1
Kcnk13,6.682820796966553,0.0,0.0,MC.1
Zdhhc14,2.8655178546905518,0.0,0.0,MC.1
Cbr2,6.621121406555176,0.0,0.0,MC.1
Irak2,2.4173290729522705,0.0,0.0,MC.1
Selplg,3.363389730453491,0.0,0.0,MC.1
Etv3,3.258199691772461,0.0,0.0,MC.1
Gpr65,5.6279520988464355,0.0,0.0,MC.1
Mtss1,2.415034532546997,0.0,0.0,MC.1
H2afz,1.3174941539764404,0.0,0.0,MC.1
Dok2,5.699931621551514,0.0,0.0,MC.1
Gatm,6.220088481903076,0.0,0.0,MC.1
March1,4.517233371734619,0.0,0.0,MC.1
Birc3,2.0045113563537598,0.0,0.0,MC.1
Samsn1,3.5130817890167236,0.0,0.0,MC.1
Pik3r5,4.3977789878845215,0.0,0.0,MC.1
Plbd1,3.9497907161712646,0.0,0.0,MC.1
Ccl2,3.4145255088806152,0.0,0.0,MC.1
Batf,3.8923046588897705,0.0,0.0,MC.1
Gm46224,5.461057186126709,0.0,0.0,MC.1
Pde3b,2.7394323348999023,0.0,0.0,MC.1
Lilra5,7.094935894012451,0.0,0.0,MC.1
Cfp,4.380385875701904,0.0,0.0,MC.1
Il1b,4.620973587036133,0.0,0.0,MC.1
Gpr132,3.601452350616455,0.0,0.0,MC.1
Tnfrsf11a,5.102325439453125,0.0,0.0,MC.1
Lat2,4.668829441070557,0.0,0.0,MC.1
Ccrl2,3.2597410678863525,0.0,0.0,MC.1
Atf3,2.084156036376953,0.0,0.0,MC.1
Pycard,2.6890869140625,0.0,0.0,MC.1
Arl4c,3.0653841495513916,0.0,0.0,MC.1
Rgs2,3.44653058052063,0.0,0.0,MC.1
Plin2,2.030165672302246,0.0,0.0,MC.1
Rnf19b,2.2921030521392822,0.0,0.0,MC.1
Pou2f2,4.192496299743652,0.0,0.0,MC.1
Glipr1,4.49228048324585,0.0,0.0,MC.1
Dapp1,3.10547137260437,0.0,0.0,MC.1
AI662270,4.428293228149414,0.0,0.0,MC.1
Slamf7,5.088617324829102,0.0,0.0,MC.1
Itga4,3.3047616481781006,0.0,0.0,MC.1
Nfkbid,3.7653205394744873,0.0,0.0,MC.1
Atp8b4,4.14475679397583,0.0,0.0,MC.1
Ccl12,6.382749080657959,0.0,0.0,MC.1
Btg1,1.6171988248825073,0.0,0.0,MC.1
E230029C05Rik,4.163102149963379,0.0,0.0,MC.1
Ier3,1.960208773612976,0.0,0.0,MC.1
Pltp,2.0680429935455322,0.0,0.0,MC.1
Cstb,1.7484195232391357,0.0,0.0,MC.1
Cxcr4,3.4194557666778564,0.0,0.0,MC.1
Mertk,2.549593925476074,0.0,0.0,MC.1
Folr2,6.938631057739258,0.0,0.0,MC.1
Cd37,3.778517246246338,0.0,0.0,MC.1
Stap1,3.903806447982788,0.0,0.0,MC.1
Cx3cr1,3.3381800651550293,0.0,0.0,MC.1
Sdc4,2.110774517059326,0.0,0.0,MC.1
Osbpl8,1.9795180559158325,0.0,0.0,MC.1
Cd72,5.118639945983887,0.0,0.0,MC.1
Rnf149,2.6913983821868896,0.0,0.0,MC.1
Pstpip2,4.924962997436523,0.0,0.0,MC.1
Rgs1,4.910767555236816,0.0,0.0,MC.1
Cysltr1,4.518733501434326,0.0,0.0,MC.1
Bank1,4.978016376495361,0.0,0.0,MC.1
Rnf180,6.952045917510986,0.0,0.0,MC.1
Gm34084,4.881984710693359,0.0,0.0,MC.1
Cdkn1a,1.6958866119384766,0.0,0.0,MC.1
Gm6377,4.817309856414795,0.0,0.0,MC.1
Myo1g,3.450368642807007,0.0,0.0,MC.1
Ptk2b,3.095468044281006,0.0,0.0,MC.1
Hdac9,2.2055959701538086,0.0,0.0,MC.1
Gm2a,1.5432442426681519,0.0,0.0,MC.1
Wdfy4,3.7759814262390137,0.0,0.0,MC.1
St8sia4,2.154679536819458,0.0,0.0,MC.1
Nceh1,2.695967435836792,0.0,0.0,MC.1
Eps8,1.544736385345459,0.0,0.0,MC.1
Csf3r,3.490297317504883,0.0,0.0,MC.1
Fxyd2,4.890832424163818,0.0,0.0,MC.1
Ifrd1,1.350982427597046,0.0,0.0,MC.1
Pmaip1,3.4970574378967285,0.0,0.0,MC.1
Clec4n,5.2582173347473145,0.0,0.0,MC.1
Tnfsf9,2.6607682704925537,0.0,0.0,MC.1
Sap30,2.8028061389923096,0.0,0.0,MC.1
Cytip,2.6424427032470703,0.0,0.0,MC.1
Cd163,6.5458269119262695,0.0,0.0,MC.1
Tbc1d9,2.6822733879089355,0.0,0.0,MC.1
Rnasel,3.281709909439087,0.0,0.0,MC.1
Specc1,2.513704299926758,0.0,0.0,MC.1
Rhoh,4.251386642456055,0.0,0.0,MC.1
Pilra,4.0218281745910645,0.0,0.0,MC.1
Adgrg6,5.2317728996276855,0.0,0.0,MC.1
Nlrp1b,5.40207052230835,0.0,0.0,MC.1
Runx3,3.863253355026245,0.0,0.0,MC.1
Phf11b,3.3858530521392822,0.0,0.0,MC.1
Slc38a1,3.4590485095977783,0.0,0.0,MC.1
Bcl2a1d,3.993597984313965,0.0,0.0,MC.1
P2rx7,2.5213165283203125,0.0,0.0,MC.1
Sdf2l1,1.6032812595367432,0.0,0.0,MC.1
Cd180,4.316369533538818,0.0,0.0,MC.1
Mt1,1.407208800315857,0.0,0.0,MC.1
Csf2rb,3.2014787197113037,0.0,0.0,MC.1
Gpr34,6.3433837890625,0.0,0.0,MC.1
Pfkfb3,2.2545387744903564,1.1846564585702524e-304,5.792941117702947e-304,MC.1
Ubash3b,1.8667781352996826,1.0846858300276911e-300,5.265465194309181e-300,MC.1
Slc16a10,2.5752880573272705,7.152683205426584e-298,3.463769106744109e-297,MC.1
Plaur,2.049837589263916,4.881247397400984e-296,2.3580905301454033e-295,MC.1
G530011O06Rik,2.131983995437622,6.073336936443324e-296,2.926909366960638e-295,MC.1
E330020D12Rik,4.99986457824707,2.2493213791506263e-295,1.081404509207032e-294,MC.1
Il21r,3.9485011100769043,2.592015015790904e-295,1.2431726694440787e-294,MC.1
Samhd1,1.251768708229065,6.69922454467253e-293,3.205370595537096e-292,MC.1
Tnip3,4.689327716827393,4.424003164320461e-289,2.1116960211553515e-288,MC.1
Ifi27l2a,1.3742653131484985,8.90271997697212e-289,4.239390465224819e-288,MC.1
4930430E12Rik,6.636331558227539,2.348029181276476e-284,1.1154532927679222e-283,MC.1
Myo1e,1.692198395729065,7.645784841851178e-281,3.59801639616526e-280,MC.1
Dusp2,3.4198834896087646,2.3853217801281423e-280,1.1198693803418508e-279,MC.1
Osm,4.064525604248047,1.083290814680119e-273,5.0621066106547624e-273,MC.1
Tagap,4.293289661407471,4.839849064929568e-273,2.2563398904100552e-272,MC.1
Scimp,5.510364532470703,6.991981073355829e-273,3.252084220165502e-272,MC.1
Ltc4s,4.323307514190674,1.9038139782320032e-272,8.834403611285398e-272,MC.1
Cyp4f18,3.3492860794067383,9.128432936453095e-272,4.216366252403277e-271,MC.1
Clec4d,3.708040475845337,1.6986025210561937e-269,7.827661387355731e-269,MC.1
Fcgr4,4.467296600341797,2.679716180560137e-269,1.2320534163494882e-268,MC.1
Trib1,1.3068526983261108,1.6575929944239114e-257,7.568917782757586e-257,MC.1
Ccl24,6.609814643859863,3.8205718740537505e-255,1.724863148556998e-254,MC.1
Ciita,4.47682523727417,6.029673393181362e-254,2.7160690960276405e-253,MC.1
Ctla2b,2.349461078643799,1.3074061392837028e-253,5.875982648466079e-253,MC.1
Ccr2,4.027706623077393,2.042761094007976e-253,9.160363650259982e-253,MC.1
Bcl2l11,1.9984304904937744,5.947410123708685e-253,2.661033612397622e-252,MC.1
Ccr1,3.4812428951263428,6.223479806791447e-252,2.7721513615997536e-251,MC.1
Cass4,3.7451488971710205,1.966444312838187e-251,8.739752501503054e-251,MC.1
Lyve1,5.697633743286133,4.0803010816271084e-244,1.7974894632718538e-243,MC.1
Cd80,2.3130385875701904,6.644045458493796e-244,2.920459542195075e-243,MC.1
Clec4b1,5.3968186378479,1.8626105571754323e-239,8.115950140197963e-239,MC.1
Cpeb2,2.10225772857666,2.682795520364068e-237,1.166432834940899e-236,MC.1
Gm20513,5.036860466003418,1.3106719592648278e-236,5.686212404619643e-236,MC.1
Gm21188,4.4559149742126465,9.311548969130228e-234,4.022267373274396e-233,MC.1
Ifi209,3.9777631759643555,9.973819726567278e-234,4.2990602269686545e-233,MC.1
Raet1e,3.291778326034546,1.1014823312646697e-231,4.7375584140415896e-231,MC.1
Slc37a2,4.667915344238281,1.3624444020368017e-226,5.822411974516246e-226,MC.1
Gch1,1.3516877889633179,2.1868774369192142e-223,9.286103766111313e-223,MC.1
Traf1,2.5986740589141846,2.917883868136112e-222,1.2311746279055324e-221,MC.1
Cers6,1.5357999801635742,1.1759637872857167e-217,4.920350574417225e-217,MC.1
Gadd45b,1.0847532749176025,1.751918676092431e-217,7.314900526481967e-217,MC.1
Chd7,1.4391124248504639,1.3213453711773303e-216,5.505605713238876e-216,MC.1
Bin2,2.612685441970825,4.536655221242677e-214,1.8785321827091832e-213,MC.1
S100a4,2.2310757637023926,3.1348225957949574e-213,1.2953812379318005e-212,MC.1
Ccl7,2.0877273082733154,3.1476950434893584e-213,1.298018574634787e-212,MC.1
Fam107b,1.8346433639526367,3.191677033642846e-205,1.3107503218245774e-204,MC.1
5430427O19Rik,3.8836095333099365,4.33910072066661e-204,1.7783199674863155e-203,MC.1
Il1rn,4.327688217163086,6.821186103061096e-199,2.77848721102285e-198,MC.1
Fnip2,1.4972020387649536,1.3342146489068593e-195,5.401678740513601e-195,MC.1
Inpp4b,1.9460257291793823,1.3439795215894901e-190,5.386691469296553e-190,MC.1
Gm14636,2.944122552871704,1.9249203031583897e-189,7.684312587458642e-189,MC.1
Adssl1,3.7544913291931152,5.213355257051793e-188,2.0729046747720845e-187,MC.1
Emb,2.4154787063598633,9.162608189469572e-184,3.614441100382474e-183,MC.1
Plxna4,1.4336414337158203,1.226570319239796e-180,4.829017004881086e-180,MC.1
Prdm1,2.6746630668640137,6.662394233326976e-180,2.6127036209125393e-179,MC.1
Clec10a,4.499777793884277,1.695506972926158e-173,6.571732453202163e-173,MC.1
Ctsd,1.0719795227050781,3.261612041516479e-173,1.2617454706059879e-172,MC.1
Id2,1.2534174919128418,6.091535775726611e-173,2.3519443149523596e-172,MC.1
Nfatc2,2.5146265029907227,5.0559829133443625e-171,1.937158204346499e-170,MC.1
Cited2,1.510986089706421,1.5766996625359561e-170,6.029444216198685e-170,MC.1
Mdm2,1.1735889911651611,5.351105974439665e-170,2.0424068604731543e-169,MC.1
Npl,5.117049217224121,3.837460238030402e-166,1.459110356665552e-165,MC.1
Noct,2.1457507610321045,7.050194763132008e-166,2.6755957355339685e-165,MC.1
Gdf15,3.664184808731079,5.826864363280784e-162,2.2071455921518123e-161,MC.1
Sh2b2,2.8301141262054443,4.279262323804544e-161,1.611774886555384e-160,MC.1
Ell2,1.6181288957595825,2.9056170003094693e-160,1.0902878049941723e-159,MC.1
Bcl2a1a,4.455921173095703,2.136493175534556e-157,8.00184709938036e-157,MC.1
Cmah,2.692445993423462,6.890703257339134e-154,2.5568472197918864e-153,MC.1
Smim3,1.5812329053878784,2.3836648609814745e-150,8.763473753608362e-150,MC.1
Hcst,2.6942408084869385,5.951815315716085e-150,2.184152409437095e-149,MC.1
Klra2,3.2242515087127686,3.467514672154762e-147,1.2609144262380952e-146,MC.1
